,pospair,negpair
19489,*MOT: because it's disgusting .	*CHI: put the top way !,"*MOT: because it's disgusting .	*CHI: be patient , Mummy ."
19490,*MOT: Male what's your mother doing ?	*CHI: mm I don't know .,*MOT: Male what's your mother doing ?	*CHI: I want to see him .
19491,*MOT: hey what are you doing ?	*CHI: I'm getting a couple .,*MOT: hey what are you doing ?	*CHI: it wasn't my fault .
19492,*MOT: yes I'm tired .	*CHI: hey give me that builder !,*MOT: yes I'm tired .	*CHI: can you make them go ?
19493,*MOT: let's go Chi .	*CHI: give me that builder !,*MOT: let's go Chi .	*CHI: I want Amy's .
19494,*MOT: Ronald what are you doing ?	*CHI: close the window .,*MOT: Ronald what are you doing ?	*CHI: and the ambulance .
19495,*MOT: Ronald what are you doing ?	*CHI: trying to get to channel thirteen .,*MOT: Ronald what are you doing ?	*CHI: because I don't like steak .
19496,"*MOT: that's a funny thing to do , isn't it ?	*CHI: I got cherrys on my ears .","*MOT: that's a funny thing to do , isn't it ?	*CHI: just just just roll them somewhere else ."
19497,*MOT: one two three four five six seven .	*CHI: shall I sit in there ?,*MOT: one two three four five six seven .	*CHI: maybe somebody switched brains ?
19498,*MOT: oh hold on .	*CHI: shall I get this one ?,*MOT: oh hold on .	*CHI: I have that at home .
19499,"*MOT: all running , aren't they ?	*CHI: lady got a kite .","*MOT: all running , aren't they ?	*CHI: wings to tie it ."
19500,*MOT: there you go .	*CHI: shall I do a circle ?,*MOT: there you go .	*CHI: a cow and a horse .
19501,*MOT: is that okay ?	*CHI: another one there .,*MOT: is that okay ?	*CHI: that is cookie .
19502,*MOT: what's in here ?	*CHI: these are good .,*MOT: what's in here ?	*CHI: is this tomorrow ?
19503,"*MOT: well , those are tools .	*CHI: what does this do ?","*MOT: well , those are tools .	*CHI: I like this one ."
19504,"*MOT: or do you have to count them ?	*CHI: one , two , three , four , five .","*MOT: or do you have to count them ?	*CHI: yeah, I'm warm, mommy and daddy ."
19505,*MOT: to fix this car ?	*CHI: I don't know .,*MOT: to fix this car ?	*CHI: and how about me ?
19506,*MOT: you want to sit here where the cashier sits ?	*CHI: yes put this .,*MOT: you want to sit here where the cashier sits ?	*CHI: where is it ?
19507,"*MOT: that much huh ?	*CHI: twelve dollars , please .",*MOT: that much huh ?	*CHI: I'll do it .
19508,"*MOT: is that how much you're charging at this store ?	*CHI: yeah , a dollar .",*MOT: is that how much you're charging at this store ?	*CHI: I'm eleven too .
19509,*MOT: what did the cat do ?	*CHI: I don't know .,*MOT: what did the cat do ?	*CHI: really full Nathaniel too .
19510,*MOT: okay .. so what did they say to the cat ?	*CHI: I don't know .,*MOT: okay .. so what did they say to the cat ?	*CHI: and here the bottom .
19511,*MOT: what are you looking for ?	*CHI: em em em em .,*MOT: what are you looking for ?	*CHI: oh it's there .
19512,*MOT: well that's good .	*CHI: where is it ?,*MOT: well that's good .	*CHI: ginger pussy cat .
19513,*MOT: and where are they going to now ?	*CHI: the red planet .,*MOT: and where are they going to now ?	*CHI: it cat look .
19514,*MOT: can't do anything there ?	*CHI: you're not allowed to get back down .,*MOT: can't do anything there ?	*CHI: no I'm just being the meat eater .
19515,*MOT: go that way now .	*CHI: x this number six ?,*MOT: go that way now .	*CHI: all the family sleeping .
19516,*MOT: ooh what did you do ?	*CHI: these are stairs .,*MOT: ooh what did you do ?	*CHI: where this goes ?
19517,*MOT: and there's another gem .	*CHI: did you see me ?,*MOT: and there's another gem .	*CHI: I do down there .
19518,*MOT: who says you're not allowed to climb trees ?	*CHI: you and Daddy .,*MOT: who says you're not allowed to climb trees ?	*CHI: cake for you .
19519,"*MOT: want to go to bed then ?	*CHI: em no , Mummy .",*MOT: want to go to bed then ?	*CHI: how's her doing ?
19520,*MOT: what about me ?	*CHI: Mummy you didn't do this .,*MOT: what about me ?	*CHI: we get to eat the hay .
19521,*MOT: what did you do this morning then ?	*CHI: Nina tried to pull sofa's cover .,*MOT: what did you do this morning then ?	*CHI: can you put it on the stairs ?
19522,*MOT: does what with her hat ?	*CHI: because it was nice and windy .,*MOT: does what with her hat ?	*CHI: I don't like this one .
19523,*MOT: is it now ?	*CHI: and because this one favorite .,*MOT: is it now ?	*CHI: all your shoppy house .
19524,*MOT: do you know what letter that is ?	*CHI: eight four one eight .,*MOT: do you know what letter that is ?	*CHI: hi this is Chi .
19525,*MOT: what do we eat fish with ?	*CHI: and some more .,*MOT: what do we eat fish with ?	*CHI: and who else ?
19526,*MOT: what're you doing ?	*CHI: going to find this noise for .,*MOT: what're you doing ?	*CHI: now you're a boss now .
19527,*MOT: what're you looking for ?	*CHI: I can't find another .,*MOT: what're you looking for ?	*CHI: did I see nice things ?
19528,*MOT: are you staying under there ?	*CHI: going to get octopus .,*MOT: are you staying under there ?	*CHI: where's some more .
19529,"*MOT: why not , Dominic ?	*CHI: because I don't want you .","*MOT: why not , Dominic ?	*CHI: where's the Daddy'll be ?"
19530,*MOT: so we'll move all these then ?	*CHI: this one have this one .,*MOT: so we'll move all these then ?	*CHI: I got put this away .
19531,*MOT: is that it fixed ?	*CHI: there you go .,*MOT: is that it fixed ?	*CHI: throw it back .
19532,*MOT: I'll ring him up and ask him especially .	*CHI: please can I have a train now ?,*MOT: I'll ring him up and ask him especially .	*CHI: I can't land on the ceiling .
19533,*MOT: what are you doing ?	*CHI: I hide that train .,*MOT: what are you doing ?	*CHI: what's in here ?
19534,*MOT: that's two things hanging up .	*CHI: ooh who's this ?,*MOT: that's two things hanging up .	*CHI: I will open it .
19535,*MOT: and do you know who that is ?	*CHI: Nin Nin chair .,*MOT: and do you know who that is ?	*CHI: Liz do it .
19536,*MOT: shall we draw some t-s for Thomas ?	*CHI: oh dear dear .,*MOT: shall we draw some t-s for Thomas ?	*CHI: I closed it .
19537,*MOT: is that what we do when Thomas's finger nails are long ?	*CHI: oops oh dear .,*MOT: is that what we do when Thomas's finger nails are long ?	*CHI: I want that .
19538,*MOT: how does that sound ?	*CHI: choo choo choo .,*MOT: how does that sound ?	*CHI: I do that .
19539,*MOT: are you going in the cupboard now ?	*CHI: no no no no no no .,*MOT: are you going in the cupboard now ?	*CHI: that one's the left boot .
19540,*MOT: are you ready to go up for your bath ?	*CHI: no no no no no .,*MOT: are you ready to go up for your bath ?	*CHI: I want to do it .
19541,*MOT: where are you Laura ?	*CHI: in car seat .,*MOT: where are you Laura ?	*CHI: yyy yyy yyy .
19542,*MOT: someone's got the giggles .	*CHI: what's in my handbag ?,*MOT: someone's got the giggles .	*CHI: milk for him to drink .
19543,*MOT: what do you want ?	*CHI: in a minute .,*MOT: what do you want ?	*CHI: will it hurt ?
19544,*MOT: take the lid off that one .	*CHI: is this blue ?,*MOT: take the lid off that one .	*CHI: what is this ?
19545,*MOT: the whole room .	*CHI: can I bite it ?,*MOT: the whole room .	*CHI: want graham crackers now .
19546,*MOT: I don't remember that .	*CHI: you know boogie nights ?,*MOT: I don't remember that .	*CHI: it's dark in here .
19547,*MOT: go shut your door please .	*CHI: is that little bit noisy ?,*MOT: go shut your door please .	*CHI: she's going to town .
19548,*MOT: are you listening ?	*CHI: put them in there .,*MOT: are you listening ?	*CHI: I don't know .
19549,*MOT: you're going to the kitchen ?	*CHI: wash my hand .,*MOT: you're going to the kitchen ?	*CHI: la la la .
19550,"*MOT: is that the tag ?	*CHI: mommy, take it off .",*MOT: is that the tag ?	*CHI: this is mine mine mine .
19551,*MOT: what do we do to change a diaper ?	*CHI: take it off .,*MOT: what do we do to change a diaper ?	*CHI: to the park .
19552,*MOT: what'd you make for her ?	*CHI: I warm it up .,*MOT: what'd you make for her ?	*CHI: dog on the couch .
19553,*MOT: what is that ?	*CHI: corn on the cob .,*MOT: what is that ?	*CHI: this can't fall .
19554,*MOT: you don't know ?	*CHI: this is yummy .,*MOT: you don't know ?	*CHI: not the lot .
19555,*MOT: why do you like that one ?	*CHI: because it's so cute .,*MOT: why do you like that one ?	*CHI: I'm having a lolly .
19556,"*MOT: what's the doggy's name ?	*CHI: um I don't, know .",*MOT: what's the doggy's name ?	*CHI: the windows are already colored in .
19557,*MOT: what story does that make you think of ?	*CHI: mm Princess and the Pea .,*MOT: what story does that make you think of ?	*CHI: I don't want to .
19558,*MOT: what colors are those ?	*CHI: yellow and black .,*MOT: what colors are those ?	*CHI: a spill it .
19559,*MOT: haha how come you're putting them upside down ?	*CHI: because I like to .,*MOT: haha how come you're putting them upside down ?	*CHI: okay there we go .
19560,*MOT: you just know ?	*CHI: this goes in the oven to cook .,*MOT: you just know ?	*CHI: that's the cover of the book .
19561,*MOT: what is this ?	*CHI: a helicopter it's a maybe it's a helicopter .,*MOT: what is this ?	*CHI: this is the bit where they go to a dog .
19562,*MOT: can you see the spaces on there where they belong ?	*CHI: I'm done with this .,*MOT: can you see the spaces on there where they belong ?	*CHI: Lijah on there .
19563,*MOT: who's bed is who's ?	*CHI: Ernie's and Ernie's has a diamond on it and Bert's has a stripe on it .,*MOT: who's bed is who's ?	*CHI: over the bridge ran little mouse and at last he found a holly bush with shiny red berries .
19564,*MOT: what is it ?	*CHI: a little suitcase .,*MOT: what is it ?	*CHI: mummy found it .
19565,*MOT: he's going on vacation ?	*CHI: yeah Daddy is .,*MOT: he's going on vacation ?	*CHI: or like water .
19566,*MOT: did you get it ?	*CHI: yup see ya later Betty .,*MOT: did you get it ?	*CHI: that's a happy one .
19567,*MOT: what's he doing ?	*CHI: he's swallowing some water .,*MOT: what's he doing ?	*CHI: we put them in the cake .
19568,*MOT: what's he doing ?	*CHI: he's sticking his tongue out .,*MOT: what's he doing ?	*CHI: I have some juice for him .
19569,*MOT: do you do that sometimes ?	*CHI: he's doing it too .,*MOT: do you do that sometimes ?	*CHI: I knock your tower down .
19570,*MOT: what have you decided ?	*CHI: can't do Mum .,*MOT: what have you decided ?	*CHI: come over here Josh .
19571,*MOT: poohbear needs to eat ?	*CHI: I don't know .,*MOT: poohbear needs to eat ?	*CHI: going in the wagon .
19572,*MOT: the blue or the purple ?	*CHI: I want both .,*MOT: the blue or the purple ?	*CHI: read this one .
19573,"*MOT: it's all part of the fun, right ?	*CHI: I want poohbear blow some bubbles .","*MOT: it's all part of the fun, right ?	*CHI: but they're really not glasses ."
19574,*MOT: your shoe's going to be nice and clean by the time we leave .	*CHI: goes in there ?,*MOT: your shoe's going to be nice and clean by the time we leave .	*CHI: a library man .
19575,*MOT: where's her foot ?	*CHI: I don't know .,*MOT: where's her foot ?	*CHI: do you do melon ?
19576,*MOT: what's in your cup ?	*CHI: I don't know .,*MOT: what's in your cup ?	*CHI: I'm just cleaning .
19577,*MOT: go underneath the sink ?	*CHI: there's a plate .,*MOT: go underneath the sink ?	*CHI: just my feet here .
19578,*MOT: would you like me to share ?	*CHI: I have another one .,*MOT: would you like me to share ?	*CHI: Toby get own drink .
19579,"*MOT: those are pretty neat, aren't they ?	*CHI: you have one too .","*MOT: those are pretty neat, aren't they ?	*CHI: Bow's food football ."
19580,*MOT: I mean what's a trunk for ?	*CHI: in the back of the car .,*MOT: I mean what's a trunk for ?	*CHI: how I wonder what you are .
19581,*MOT: what do you think he could be flying ?	*CHI: um an airplane .,*MOT: what do you think he could be flying ?	*CHI: if you have .
19582,"*MOT: what do you like best about popcorn ?	*CHI: because it's so good and hungry and yum, that I could almost eat it .",*MOT: what do you like best about popcorn ?	*CHI: and now the helicopter goes in the sky and this goes here and the fire in .
19583,"*MOT: what kind of cereal ?	*CHI: um, Tony the Tiger .",*MOT: what kind of cereal ?	*CHI: is there any wet rides ?
19584,*MOT: have you ever thought about that ?	*CHI: they make noise .,*MOT: have you ever thought about that ?	*CHI: cheese and crackers .
19585,*MOT: what is this what is that animal ?	*CHI: that's a crocodile .,*MOT: what is this what is that animal ?	*CHI: I want some now .
19586,"*MOT: how big do you think a crocodile is ?	*CHI: twenty feet tall, twenty feet long .",*MOT: how big do you think a crocodile is ?	*CHI: her hair kind of matches into that .
19587,*MOT: how many toes have you got on that foot ?	*CHI: one two three four little ones .,"*MOT: how many toes have you got on that foot ?	*CHI: yes please , Missus Platford ."
19588,*MOT: do you think it's a little creature ?	*CHI: I squash it .,*MOT: do you think it's a little creature ?	*CHI: I know her .
19589,*MOT: so who have we got ?	*CHI: Warren and Mummy and Paul .,*MOT: so who have we got ?	*CHI: then on the big one .
19590,*MOT: why is the car sad ?	*CHI: oh stuck his wheel .,*MOT: why is the car sad ?	*CHI: lorry in truck now .
19591,*MOT: shall we put that on like that ?	*CHI: can't get it off .,"*MOT: shall we put that on like that ?	*CHI: yeah , drop spider in ."
19592,*MOT: some people who are going to eat their tea in our dining room .	*CHI: it Nana and Granddad ?,*MOT: some people who are going to eat their tea in our dining room .	*CHI: I don't know .
19593,*MOT: in the bomb site .	*CHI: it Nana and Granddad ?,*MOT: in the bomb site .	*CHI: my road is broken .
19594,"*MOT: that's a long train , isn't it ?	*CHI: I got all .","*MOT: that's a long train , isn't it ?	*CHI: baby baby baby ."
19595,*MOT: how many trailers have you got ?	*CHI: one two three four five .,*MOT: how many trailers have you got ?	*CHI: I can't see it .
19596,*MOT: how many have you got ?	*CHI: one two three .,*MOT: how many have you got ?	*CHI: that lives there .
19597,*MOT: what's happened to it ?	*CHI: the breakdown come .,*MOT: what's happened to it ?	*CHI: right here oh .
19598,*MOT: and what's he doing that bunny ?	*CHI: making a snowman .,*MOT: and what's he doing that bunny ?	*CHI: go on tricycle .
19599,*MOT: what did you say love ?	*CHI: she got to not to go now .,*MOT: what did you say love ?	*CHI: I will have another big wee later .
19600,*MOT: what do you think ?	*CHI: the pink one .,"*MOT: what do you think ?	*CHI: no , O ."
19601,"*MOT: I think it's up as far as it goes , isn't it ?	*CHI: get the milk .","*MOT: I think it's up as far as it goes , isn't it ?	*CHI: what this say ?"
19602,*MOT: what's he doing in there ?	*CHI: he's got long hair .,*MOT: what's he doing in there ?	*CHI: because maybe can't see .
19603,*MOT: they're like mushrooms only they're called toadstools .	*CHI: shall we get another calendar ?,*MOT: they're like mushrooms only they're called toadstools .	*CHI: it wasn't that one .
19604,*MOT: no I think that goes over here .	*CHI: then where this go ?,*MOT: no I think that goes over here .	*CHI: she looks like me .
19605,*MOT: now what else do we have here ?	*CHI: play with me .,*MOT: now what else do we have here ?	*CHI: zero that from .
19606,*MOT: fish and french fries ?	*CHI: mommy you take the bottle off .,*MOT: fish and french fries ?	*CHI: I'm going to go see .
19607,*MOT: it's not like the real telephone huh ?	*CHI: I don't feel good .,*MOT: it's not like the real telephone huh ?	*CHI: they're not cooking those .
19608,*MOT: what's wrong with that little girl ?	*CHI: got some spots on her cheek .,*MOT: what's wrong with that little girl ?	*CHI: Mommy rabbit don't have shoe .
19609,*MOT: want me to do it up ?	*CHI: where's my Mummy .,*MOT: want me to do it up ?	*CHI: I don't understand .
19610,*MOT: who's taking you tomorrow to playgroup ?	*CHI: Wildy and Pa .,"*MOT: who's taking you tomorrow to playgroup ?	*CHI: good night , everybody ."
19611,"*MOT: he watched it , didn't he ?	*CHI: I just put them in again .","*MOT: he watched it , didn't he ?	*CHI: I can't get it out ."
19612,*MOT: we don't have any dirt .	*CHI: this is for playing with ?,*MOT: we don't have any dirt .	*CHI: Saint Patrick's Day ?
19613,*MOT: yours is April twenty second right ?	*CHI: I hear some kids screaming .,*MOT: yours is April twenty second right ?	*CHI: I'll put it on .
19614,*MOT: you got your foot in them still ?	*CHI: I put it right here .,*MOT: you got your foot in them still ?	*CHI: I don't like to .
19615,*MOT: did you get everything ?	*CHI: here's a yyy .,*MOT: did you get everything ?	*CHI: cock a doodle do !
19616,*MOT: over a year ago .	*CHI: where's his face ?,*MOT: over a year ago .	*CHI: me like crust off .
19617,*MOT: there's not too much room .	*CHI: where does this sit ?,"*MOT: there's not too much room .	*CHI: real , real brown ?"
19618,*MOT: how about letting the boy teacher cook ?	*CHI: change my mind .,*MOT: how about letting the boy teacher cook ?	*CHI: one more weed .
19619,*MOT: big one huh pretty .	*CHI: that's a butterfly !,*MOT: big one huh pretty .	*CHI: yeah I like it .
19620,*MOT: who walks pitter pat down the garden ?	*CHI: that's a cat !,*MOT: who walks pitter pat down the garden ?	*CHI: and all the colors .
19621,*MOT: who runs snip snap around the corner ?	*CHI: this a cat .,*MOT: who runs snip snap around the corner ?	*CHI: looking for it .
19622,*MOT: toys yes that's a toy robot .	*CHI: this is the water !,*MOT: toys yes that's a toy robot .	*CHI: that's a slide .
19623,*MOT: it's like it's like .	*CHI: let me see the dog !,"*MOT: it's like it's like .	*CHI: no choo choo , no ."
19624,*MOT: see what's that ?	*CHI: it's a a bird .,*MOT: see what's that ?	*CHI: can I go greenhouse ?
19625,*MOT: this is good did you make this yourself ?	*CHI: no my boyfriend .,*MOT: this is good did you make this yourself ?	*CHI: need my lorry .
19626,*MOT: and what happened then ?	*CHI: I closed the door .,*MOT: and what happened then ?	*CHI: can I have juice ?
19627,"*MOT: oh, and what should I do with it ?	*CHI: looks like you .","*MOT: oh, and what should I do with it ?	*CHI: how about we ."
19628,"*MOT: maybe that's Rocky's friend, do you think ?	*CHI: woof woof woof !","*MOT: maybe that's Rocky's friend, do you think ?	*CHI: just a little ."
19629,"*MOT: what is he doing ?	*CHI: he's cutting his ear, hair .",*MOT: what is he doing ?	*CHI: and it happens when we spill it .
19630,"*MOT: no, what color are they ?	*CHI: black and blue .","*MOT: no, what color are they ?	*CHI: my want drink ."
19631,"*MOT: and then when he's sleeping, what is he doing ?	*CHI: dream a camel .","*MOT: and then when he's sleeping, what is he doing ?	*CHI: Donald on there ."
19632,*MOT: what's he doing ?	*CHI: he's making .. he's making honey .,*MOT: what's he doing ?	*CHI: beebah oh no beebah a mess .
19633,*MOT: and who's that guy ?	*CHI: Cat in Hat .,*MOT: and who's that guy ?	*CHI: pooh lay down .
19634,"*MOT: what's he doing, what's the cat doing ?	*CHI: going to babies to Bubba house .","*MOT: what's he doing, what's the cat doing ?	*CHI: I'm going to do that now ."
19635,"*MOT: who is that ?	*CHI: he's building the, .. he's building the house .",*MOT: who is that ?	*CHI: what does it look like I can't even see it .
19636,*MOT: what's he doing ?	*CHI: he's a bicycle .,*MOT: what's he doing ?	*CHI: what did it say ?
19637,*MOT: what's going on over here ?	*CHI: he's taking a nap .,*MOT: what's going on over here ?	*CHI: Tigger and Winnie the Pooh .
19638,"*MOT: these two guys, what are they doing ?	*CHI: they're putting hats .","*MOT: these two guys, what are they doing ?	*CHI: and my glove lost ."
19639,*MOT: they're putting hats on .	*CHI: what is that elephant doing ?,"*MOT: they're putting hats on .	*CHI: all bit frightened , Mummy ."
19640,*MOT: what is this ?	*CHI: I like these .,*MOT: what is this ?	*CHI: for go sleep .
19641,*MOT: you want to put the shoe on this foot ?	*CHI: I don't know .,*MOT: you want to put the shoe on this foot ?	*CHI: can you pick one ?
19642,*MOT: where's the what ?	*CHI: car for this one .,*MOT: where's the what ?	*CHI: we had a birthday .
19643,*MOT: you like that ?	*CHI: but this is the toilet .,*MOT: you like that ?	*CHI: they poke on you sometimes .
19644,*MOT: a top that's right .	*CHI: what does this come shutting ?,*MOT: a top that's right .	*CHI: make a chair for that one .
19645,*MOT: they have hooks on them .	*CHI: where does it hook ?,*MOT: they have hooks on them .	*CHI: how you have to .
19646,*MOT: I think I know something that you would like .	*CHI: what is it ?,*MOT: I think I know something that you would like .	*CHI: can I Awww .
19647,*MOT: Childsname's building swings in the barn .	*CHI: where's another swing ?,*MOT: Childsname's building swings in the barn .	*CHI: yeah and watch her .
19648,*MOT: who's getting rained on ?	*CHI: bird and mom .,*MOT: who's getting rained on ?	*CHI: the whole thing .
19649,*MOT: who goes with who ?	*CHI: this one has to go pee .,*MOT: who goes with who ?	*CHI: I want you to help me .
19650,*MOT: oh what's that ?	*CHI: that's a cup .,*MOT: oh what's that ?	*CHI: on the windowsill .
19651,*MOT: what kind of knot is that ?	*CHI: for my bread talking to me .,*MOT: what kind of knot is that ?	*CHI: and look at some more here .
19652,*MOT: they found what ?	*CHI: he went away .,*MOT: they found what ?	*CHI: up and down .
19653,*MOT: little country doctor box .	*CHI: you open it ?,*MOT: little country doctor box .	*CHI: a Dadda doing ?
19654,*MOT: I want to find myself goes .	*CHI: where this go ?,*MOT: I want to find myself goes .	*CHI: on a bridge .
19655,*MOT: where does he belong ?	*CHI: no no no .,*MOT: where does he belong ?	*CHI: do this one .
19656,*MOT: he means the razor .	*CHI: does it go right here ?,*MOT: he means the razor .	*CHI: did you see my baby ?
19657,*MOT: that's the b .	*CHI: what is this ?,*MOT: that's the b .	*CHI: I come back .
19658,*MOT: you'd like one of those ?	*CHI: at the Doctor Middle .,*MOT: you'd like one of those ?	*CHI: I saw it before .
19659,*MOT: because he's small .	*CHI: bigger just like me ?,*MOT: because he's small .	*CHI: you see her face ?
19660,*MOT: what is that thing they're pushing over ?	*CHI: the top to the car .,*MOT: what is that thing they're pushing over ?	*CHI: oh there's a baby .
19661,*MOT: more what in ?	*CHI: I'm not going to put .,*MOT: more what in ?	*CHI: and guess who drived up ?
19662,*MOT: that's for a doll .	*CHI: where the milk ?,*MOT: that's for a doll .	*CHI: he went out .
19663,*MOT: where's a train track ?	*CHI: I like the following things .,*MOT: where's a train track ?	*CHI: I didn't do nothing .
19664,*MOT: because somebody could get burned .	*CHI: does this top go on here ?,*MOT: because somebody could get burned .	*CHI: I can't get this on .
19665,*MOT: we'd better go see what ?	*CHI: we all going to cook .,*MOT: we'd better go see what ?	*CHI: I'm driving very fast .
19666,*MOT: you're going to get married ?	*CHI: with the duck .,*MOT: you're going to get married ?	*CHI: swinging the trees .
19667,*MOT: twinkle twinkle little star ?	*CHI: I don't know .,*MOT: twinkle twinkle little star ?	*CHI: no I like cheese .
19668,*MOT: Donald is a boy's name .	*CHI: what this other one called ?,*MOT: Donald is a boy's name .	*CHI: what's in there Mom ?
19669,*MOT: can you see ?	*CHI: got some big eyes .,*MOT: can you see ?	*CHI: Baby a tiny bug .
19670,*MOT: he's painted red .	*CHI: what's that called ?,*MOT: he's painted red .	*CHI: do you know this .
19671,*MOT: what do you mean by that ?	*CHI: I don't know .,*MOT: what do you mean by that ?	*CHI: what about this one ?
19672,*MOT: but who's the other engine there ?	*CHI: I not know .,*MOT: but who's the other engine there ?	*CHI: need a w .
19673,*MOT: shall we to to the glass ?	*CHI: I see a fire engine there .,*MOT: shall we to to the glass ?	*CHI: do I put them in there ?
19674,*MOT: it's a little instrument which the Dentist puts in your mouth and just checks your teeth .	*CHI: what are you saying there ?,*MOT: it's a little instrument which the Dentist puts in your mouth and just checks your teeth .	*CHI: I haven't got it .
19675,"*MOT: what's the matter , Thomas ?	*CHI: this crocodile's eating these .","*MOT: what's the matter , Thomas ?	*CHI: zero gone to sleep now ?"
19676,"*MOT: what would you like to do , Thomas ?	*CHI: I'll be Coca Cola man .","*MOT: what would you like to do , Thomas ?	*CHI: and Daddy have chippies ."
19677,*MOT: what am I to do ?	*CHI: he has got some post a Postman Pat .,*MOT: what am I to do ?	*CHI: look she's going back to the park .
19678,"*MOT: what am I going to do with you , Postman Pat ?	*CHI: bite your tummy .","*MOT: what am I going to do with you , Postman Pat ?	*CHI: march march stops ."
19679,*MOT: can I have a dirty dustbin bag ?	*CHI: going up again .,"*MOT: can I have a dirty dustbin bag ?	*CHI: , I love ."
19680,*MOT: now let it go .	*CHI: did you think that would stick ?,*MOT: now let it go .	*CHI: behind the car park garage man .
19681,*MOT: let's build a like a tall tower out of all this stuff .	*CHI: how do you do that ?,*MOT: let's build a like a tall tower out of all this stuff .	*CHI: is that a toy too ?
19682,*MOT: he's playing with Jwww .	*CHI: why is he staying there ?,*MOT: he's playing with Jwww .	*CHI: let's go in here .
19683,*MOT: so did you have fun seeing Jeannine ?	*CHI: now come away from there .,*MOT: so did you have fun seeing Jeannine ?	*CHI: can I have a bath ?
19684,*MOT: why were you quiet ?	*CHI: because I was .,*MOT: why were you quiet ?	*CHI: in the kitchen .
19685,*MOT: do you want one ?	*CHI: open it like that .,*MOT: do you want one ?	*CHI: worse than Denver almost .
19686,*MOT: I'm trying to clean your chair .	*CHI: what do you do with that ?,*MOT: I'm trying to clean your chair .	*CHI: don't get the pinks .
19687,*MOT: you're not having one now .	*CHI: can I have a baby ?,*MOT: you're not having one now .	*CHI: it's a chippy !
19688,*MOT: can you be a good boy ?	*CHI: I don't see any monsters up there .,*MOT: can you be a good boy ?	*CHI: do you mean that Mrs Cwww gave me ?
19689,*MOT: what are you doing ?	*CHI: monsters eat no boys .,*MOT: what are you doing ?	*CHI: it smells like poo .
19690,*MOT: why are you doing that ?	*CHI: I just trying to .,*MOT: why are you doing that ?	*CHI: I got it out .
19691,*MOT: what do you want for tea ?	*CHI: sausages and mash and potato and broccoli .,*MOT: what do you want for tea ?	*CHI: it's called Bentley the Robot .
19692,*MOT: then why are you doing that ?	*CHI: this isn't the monster .,*MOT: then why are you doing that ?	*CHI: a a oh a owl .
19693,*MOT: are you talking rubbish ?	*CHI: I'm on train .,*MOT: are you talking rubbish ?	*CHI: I'm going back .
19694,*MOT: did you take your shoes off ?	*CHI: I didn't lift stairs .,*MOT: did you take your shoes off ?	*CHI: let's play the bubbles .
19695,*MOT: do you want to read that book ?	*CHI: there's paint and the clue .,*MOT: do you want to read that book ?	*CHI: are some more animals in there ?
19696,"*MOT: shall I tidy this jigsaw puzzle away , Fraser ?	*CHI: there's a snowman .","*MOT: shall I tidy this jigsaw puzzle away , Fraser ?	*CHI: just a train front ."
19697,*MOT: what is it ?	*CHI: that sounds like a giraffe .,*MOT: what is it ?	*CHI: I'm not a monkey .
19698,"*MOT: where's the page gone , Fraser ?	*CHI: I don't know .","*MOT: where's the page gone , Fraser ?	*CHI: he's just there ."
19699,"*MOT: what do you do in school , Fraser ?	*CHI: I glue and paint .","*MOT: what do you do in school , Fraser ?	*CHI: I don't remember ."
19700,*MOT: well how long does it take them to grow ?	*CHI: like one whole day .,*MOT: well how long does it take them to grow ?	*CHI: cut up my egg .
19701,*MOT: should I buy him ?	*CHI: no he's a T Rex .,*MOT: should I buy him ?	*CHI: oh I going to brush it .
19702,*MOT: what're you going to buy with them ?	*CHI: something from the .,*MOT: what're you going to buy with them ?	*CHI: all gone there .
19703,*MOT: okay and then we'll talk about your birthday ?	*CHI: yeah I can .,*MOT: okay and then we'll talk about your birthday ?	*CHI: I like spaghetti .
19704,*MOT: you don't have any pockets though right ?	*CHI: I can just keep them in my hand .,*MOT: you don't have any pockets though right ?	*CHI: oh look it how long ears she has !
19705,*MOT: you thought that what ?	*CHI: that's all they really need .,*MOT: you thought that what ?	*CHI: Humpty Dumpty sat on the wall .
19706,*MOT: so why were they loud ?	*CHI: just some dinosaurs are .,*MOT: so why were they loud ?	*CHI: you rinse it out .
19707,*MOT: why do you whisper Boo ?	*CHI: I don't know .,"*MOT: why do you whisper Boo ?	*CHI: yeah , it is ."
19708,*MOT: where'd we get them ?	*CHI: at the land .,*MOT: where'd we get them ?	*CHI: oh hide hide .
19709,*MOT: then you guys did a prayer ?	*CHI: yeah but we didn't sit for it .,*MOT: then you guys did a prayer ?	*CHI: it's a double-decker bus .
19710,*MOT: how come they didn't want us standing up ?	*CHI: I don't know but I just heard some money .,*MOT: how come they didn't want us standing up ?	*CHI: how about we find something else to get this out .
19711,*MOT: oh a couple pennies right ?	*CHI: yeah and some quarters .,*MOT: oh a couple pennies right ?	*CHI: member his name ?
19712,"*MOT: there's room for me , is there ?	*CHI: shall we build .","*MOT: there's room for me , is there ?	*CHI: you hold that ."
19713,"*MOT: now it's big , isn't it ?	*CHI: that was accident .","*MOT: now it's big , isn't it ?	*CHI: Warren do it ."
19714,*MOT: that's some more bread .	*CHI: and what's that ?,*MOT: that's some more bread .	*CHI: here my penny here .
19715,*MOT: that's some cider .	*CHI: shall we get lid off ?,*MOT: that's some cider .	*CHI: it goes in the middle .
